1.60389,-2.08466,1.22668
1.61005,-2.19794,1.23661
1.61756,-2.30738,1.23922
1.62621,-2.41623,1.23655
1.63529,-2.53834,1.23632
1.64455,-2.67879,1.24137
1.65411,-2.84539,1.25378
1.66545,-3.01402,1.25887
1.67765,-3.20566,1.26769
1.69185,-3.39540,1.26694
1.70725,-3.63113,1.27609
1.72498,-3.85924,1.27221
1.74456,-4.14895,1.28052
1.76740,-4.27986,1.22141
1.79057,-4.27613,1.11610
1.81523,-4.45805,1.06574
1.94096,-11.05343,2.69189
2.02000,-12.03845,2.66405
2.11864,-13.39821,2.67266
1.90655,-4.40614,0.63829
1.92943,-4.42090,0.54043
1.94013,-4.43021,0.43911
3.31879,-33.08186,3.82034
1.99754,-4.45118,0.24453
3.50125,-30.39429,2.10797
3.82793,-33.15834,1.55877
3.45922,-23.43846,-0.01384
3.56647,-23.28781,-0.54567
3.68363,-23.28426,-1.07309
3.80204,-23.29204,-1.60240
3.91880,-23.26691,-2.13523
1.59053,-2.10655,1.23924
1.59813,-2.19711,1.23287
1.60478,-2.30991,1.23755
1.61191,-2.43244,1.24307
1.62031,-2.55654,1.24335
1.62958,-2.68503,1.24108
1.63826,-2.85177,1.25317
1.64856,-3.02411,1.25972
1.65977,-3.21592,1.26811
1.67261,-3.41864,1.27256
1.68689,-3.65283,1.28016
1.70360,-3.87561,1.27340
1.72159,-4.17309,1.28374
1.74406,-4.27579,1.21442
1.76726,-4.27775,1.11103
1.79097,-4.46166,1.06101
1.88049,-11.10218,2.69027
1.95481,-12.11312,2.66626
2.04547,-13.42683,2.66166
1.88267,-4.40388,0.63237
1.90543,-4.41665,0.53427
1.92793,-4.42312,0.43539
1.97305,-4.43894,0.23799
3.47084,-33.02927,2.26716
3.64101,-33.05946,1.51375
3.98142,-33.15562,0.01745
3.44042,-23.29478,-0.57301
3.55599,-23.26731,-1.09938
3.67645,-23.29901,-1.62955
3.79342,-23.27188,-2.16207
1.58551,-2.09879,1.23220
1.59125,-2.20740,1.23827
1.59791,-2.31702,1.24050
1.60499,-2.43627,1.24371
1.61308,-2.56044,1.24384
1.62192,-2.69075,1.24237
1.63054,-2.85050,1.25055
1.63987,-3.03359,1.26234
1.65090,-3.21830,1.26704
1.66319,-3.42107,1.27132
1.67684,-3.65532,1.27875
1.69300,-3.87630,1.27109
1.71023,-4.17007,1.27990
1.73237,-4.27845,1.21251
1.75562,-4.27469,1.10731
1.77880,-4.44899,1.05453
1.85012,-11.13514,2.69168
1.92192,-12.15033,2.66729
2.00881,-13.44294,2.65653
2.09487,-14.11179,2.46699
1.89359,-4.41941,0.53201
1.91591,-4.41994,0.43224
1.93909,-4.44197,0.33487
1.96169,-4.45166,0.23656
3.38064,-33.03325,2.24738
3.55359,-33.11331,1.49658
3.89075,-33.14965,-0.00220
3.39722,-23.58426,-0.59169
3.49383,-23.27949,-1.11337
3.61310,-23.29526,-1.64270
3.73006,-23.26616,-2.17483
1.57903,-2.09919,1.23078
1.58385,-2.21442,1.24125
1.59118,-2.31242,1.23569
1.59748,-2.43673,1.24207
1.60577,-2.55229,1.23710
1.61364,-2.69125,1.24056
1.62089,-2.86697,1.25695
1.63070,-3.03058,1.25853
1.64076,-3.22434,1.26740
1.65273,-3.41989,1.26822
1.66543,-3.66156,1.27857
1.68040,-3.90502,1.27927
1.69803,-4.13699,1.26492
1.71921,-4.28116,1.21028
1.74254,-4.27359,1.10385
1.76518,-4.45561,1.05319
1.81578,-11.17601,2.69420
1.88466,-12.18772,2.66734
1.96733,-13.44946,2.64828
2.05223,-14.15972,2.46599
2.12295,-14.05660,2.12115
1.90267,-4.42474,0.42988
1.92598,-4.45075,0.33289
1.94780,-4.44057,0.23248
3.27894,-33.03171,2.22464
3.45332,-33.14169,1.47551
3.61955,-33.11388,0.72454
3.78844,-33.13613,-0.02441
3.42101,-25.03145,-0.63344
3.42321,-23.28401,-1.12881
3.54303,-23.30574,-1.65850
3.65993,-23.27265,-2.19037
1.57295,-2.10276,1.23183
1.57899,-2.20155,1.23099
1.58456,-2.31614,1.23647
1.59146,-2.42860,1.23540
1.59768,-2.56823,1.24459
1.60570,-2.70043,1.24377
1.61324,-2.86388,1.25339
1.62222,-3.03465,1.25848
1.63185,-3.22667,1.26632
1.64266,-3.43875,1.27419
1.65517,-3.66955,1.27942
1.66987,-3.90005,1.27478
1.68696,-4.12636,1.25840
1.70755,-4.27995,1.20709
1.73090,-4.27428,1.10131
1.72843,-10.22445,2.68767
1.78502,-11.20300,2.69401
1.85128,-12.21308,2.66551
1.93044,-13.45753,2.64145
2.01437,-14.21904,2.46822
1.89077,-4.42546,0.42728
1.91371,-4.44154,0.32911
1.93568,-4.43532,0.22932
3.18850,-33.02917,2.20438
3.36301,-33.14514,1.45570
3.53001,-33.12732,0.70511
3.43845,-26.37663,-0.67324
3.40401,-23.92380,-1.16885
3.48059,-23.31355,-1.67245
3.59773,-23.28045,-2.20437
1.56545,-2.11287,1.23733
1.57157,-2.20853,1.23397
1.57697,-2.32156,1.23814
1.58425,-2.42561,1.23168
1.59015,-2.56348,1.23985
1.59727,-2.70263,1.24291
1.60409,-2.86968,1.25422
1.61219,-3.04771,1.26261
1.62139,-3.23810,1.26919
1.63223,-3.43567,1.27027
1.64374,-3.67388,1.27846
1.65821,-3.88952,1.26785
1.67464,-4.11202,1.25022
1.69441,-4.28069,1.20421
1.71778,-4.27693,1.09903
1.69641,-10.26857,2.69270
1.75025,-11.23982,2.69541
1.81360,-12.24637,2.66454
1.88875,-13.44815,2.62985
1.97091,-14.25101,2.46412
2.04221,-14.11465,2.11199
2.11352,-14.05845,1.77983
1.90049,-4.44826,0.32688
1.92233,-4.43609,0.22640
3.08750,-33.04295,2.18274
3.26127,-33.14499,1.43317
3.42899,-33.13713,0.68303
3.59676,-33.13343,-0.06623
3.45769,-28.02796,-0.72265
3.41723,-25.23804,-1.23985
3.41002,-23.31765,-1.68792
3.52529,-23.25672,-2.21734
1.55420,-2.10696,1.23011
1.55841,-2.21576,1.23569
1.56368,-2.32390,1.23634
1.56980,-2.43481,1.23387
1.57428,-2.58148,1.24667
1.58148,-2.71040,1.24340
1.58741,-2.87759,1.25435
1.59498,-3.04859,1.25884
1.60282,-3.24446,1.26770
1.61248,-3.44399,1.26921
1.62224,-3.69343,1.28148
1.63588,-3.90185,1.26733
1.65095,-4.13015,1.25119
1.67031,-4.28193,1.19893
1.69411,-4.25904,1.08791
1.63742,-10.31586,2.69237
1.68600,-11.29542,2.69487
1.74394,-12.32983,2.66794
1.81262,-13.47560,2.61807
1.89113,-14.35550,2.46509
1.99056,-16.17562,2.42892
2.03189,-13.93386,1.74452
2.10343,-13.91508,1.42196
1.89755,-4.42742,0.22010
2.90117,-33.03880,2.14101
3.07387,-33.12089,1.39076
3.24281,-33.13498,0.64204
3.41051,-33.12329,-0.10688
3.53523,-32.30497,-0.84463
3.41536,-25.39768,-1.85321
3.39981,-23.31132,-2.24981
1.54769,-2.11373,1.23344
1.55129,-2.22596,1.24103
1.55666,-2.33090,1.23924
1.56221,-2.44533,1.23863
1.56806,-2.57144,1.23913
1.57406,-2.71074,1.24178
1.57977,-2.87441,1.25079
1.58595,-3.05973,1.26228
1.59383,-3.24669,1.26659
1.60204,-3.46458,1.27591
1.61197,-3.69760,1.28078
1.62383,-3.93782,1.27854
1.64109,-4.08736,1.23329
1.65893,-4.27109,1.19260
1.68239,-4.26533,1.08712
1.60870,-10.33453,2.69100
1.65472,-11.31239,2.69202
1.70991,-12.35287,2.66548
1.77560,-13.48128,2.61077
1.85205,-14.41047,2.46629
1.92205,-13.95286,2.05887
1.99364,-13.92381,1.73452
2.06503,-13.89506,1.41112
1.88559,-4.42401,0.21714
2.81113,-33.04515,2.12139
2.98394,-33.13125,1.37127
3.15439,-33.17731,0.62322
3.31987,-33.10968,-0.12660
3.48494,-33.02212,-0.87886
3.43855,-26.87094,-1.96614
1.54115,-2.12048,1.23676
1.54589,-2.21960,1.23524
1.55027,-2.33118,1.23784
1.55472,-2.45414,1.24233
1.56116,-2.57002,1.23659
1.56636,-2.71456,1.24206
1.57113,-2.88538,1.25457
1.57781,-3.05651,1.25869
1.58429,-3.25795,1.26966
1.59256,-3.46499,1.27383
1.60159,-3.70360,1.28082
1.61337,-3.93083,1.27333
1.62811,-4.13871,1.24891
1.64727,-4.27160,1.19004
1.67058,-4.27349,1.08690
1.57987,-10.35312,2.68960
1.62313,-11.34671,2.69361
1.67566,-12.38945,2.66615
1.73854,-13.49077,2.60426
1.81250,-14.40438,2.45615
1.88380,-13.94668,2.04921
1.95524,-13.89779,1.72233
2.02491,-13.77559,1.38886
1.87389,-4.43052,0.21509
2.72085,-33.04327,2.10118
2.89371,-33.13337,1.35137
3.06233,-33.13148,0.60224
3.22826,-33.07184,-0.14636
3.39512,-33.01624,-0.89827
