3.28860,-2.45782,0.41198
3.29345,-2.57356,0.37972
3.30033,-2.67530,0.34012
3.30769,-2.78435,0.29769
3.31517,-2.91061,0.25304
3.32328,-3.04601,0.20482
3.33119,-3.21239,0.15443
3.34031,-3.39194,0.09748
3.35024,-3.59433,0.03486
3.36227,-3.79550,-0.03674
3.37497,-4.05111,-0.11655
3.38872,-4.36885,-0.20698
3.40885,-4.51843,-0.30842
3.43309,-4.48562,-0.40970
3.45642,-4.51033,-0.51266
3.46490,-11.12498,-1.19772
3.52714,-12.09764,-1.56135
3.60277,-13.45138,-2.02010
3.55108,-4.43540,-0.91339
3.78275,-15.27842,-2.97510
3.91293,-17.19500,-3.72415
4.26201,-25.66217,-6.05909
3.64426,-4.32680,-1.30446
4.41984,-22.52179,-6.43161
4.54656,-22.49287,-6.97501
4.66751,-22.30828,-7.47833
4.78826,-22.13954,-7.98233
4.89524,-21.75512,-8.40579
5.01381,-21.55344,-8.89718
4.64356,-15.00849,-6.65946
5.25234,-21.18733,-9.88953
4.85147,-15.18658,-7.57320
3.26272,-2.47254,0.41045
3.26647,-2.58640,0.37709
3.27315,-2.67647,0.33446
3.27771,-2.80511,0.29532
3.28409,-2.92748,0.24920
3.29093,-3.05895,0.19966
3.29648,-3.23326,0.14943
3.30349,-3.41480,0.09169
3.31126,-3.61518,0.02785
3.32092,-3.81831,-0.04469
3.33113,-4.06388,-0.12595
3.34186,-4.36354,-0.21755
3.36039,-4.50107,-0.31906
3.38439,-4.47627,-0.42033
3.40613,-4.55286,-0.52677
3.34041,-11.23509,-1.23568
3.39145,-12.22705,-1.60678
3.45204,-13.47695,-2.05807
3.50115,-4.42812,-0.92368
3.61122,-15.50384,-3.05630
3.66135,-17.02134,-3.74582
4.09231,-32.39248,-7.67797
3.59421,-4.32159,-1.31472
4.33247,-31.81844,-9.10785
4.60716,-31.67873,-9.82284
4.52486,-22.12312,-8.03828
4.63412,-21.72954,-8.45736
4.75400,-21.54104,-8.95344
4.87255,-21.34401,-9.44243
4.99255,-21.16424,-9.94037
5.11836,-21.03852,-10.47174
3.23058,-2.47894,0.40551
3.23306,-2.58890,0.37071
3.23669,-2.69649,0.33128
3.24084,-2.80947,0.28838
3.24389,-2.94952,0.24451
3.24885,-3.08100,0.19400
3.25206,-3.25329,0.14243
3.25647,-3.43479,0.08358
3.26020,-3.65302,0.01976
3.26676,-3.86008,-0.05420
3.27456,-4.08557,-0.13768
3.28466,-4.30715,-0.23060
3.29891,-4.48456,-0.33241
3.32271,-4.46176,-0.43347
3.34102,-4.59614,-0.54407
3.17828,-11.37198,-1.28409
3.21423,-12.39678,-1.66574
3.25971,-13.47512,-2.10140
3.32105,-14.19592,-2.53046
3.38548,-15.75239,-3.15388
3.46638,-17.33228,-3.85573
3.61796,-32.35209,-7.77790
3.53052,-4.30552,-1.32528
3.96208,-31.83585,-9.19893
4.13358,-31.62938,-9.91815
4.30497,-31.36032,-10.62334
4.42298,-21.51146,-9.01979
4.54265,-21.32381,-9.51224
4.66331,-21.14781,-10.01159
4.79924,-21.19241,-10.62665
3.19808,-2.49263,0.40275
3.19902,-2.60260,0.36724
3.20113,-2.71019,0.32711
3.20427,-2.81728,0.28243
3.20551,-2.95529,0.23759
3.20746,-3.09854,0.18803
3.20758,-3.27869,0.13633
3.20978,-3.45614,0.07593
3.21062,-3.67226,0.01075
3.21407,-3.88118,-0.06429
3.21878,-4.10452,-0.14908
3.22652,-4.31196,-0.24314
3.23894,-4.47325,-0.34528
3.26251,-4.45246,-0.44629
2.99862,-10.63172,-1.00476
3.01595,-11.50660,-1.33192
3.03613,-12.56598,-1.72443
3.07132,-13.48464,-2.14501
3.11606,-14.41186,-2.61140
3.15682,-16.04281,-3.25959
3.05674,-27.78426,-6.14131
3.15528,-32.31916,-7.87663
3.46873,-4.28864,-1.33518
3.50074,-31.79935,-9.29594
3.67222,-31.60256,-10.01788
3.84441,-31.32794,-10.72094
4.01432,-31.01806,-11.40362
4.18516,-30.77642,-12.10991
4.35621,-30.48238,-12.80225
4.22365,-21.38350,-9.61603
4.34166,-21.11983,-10.07642
3.16494,-2.50196,0.39891
3.16501,-2.60607,0.36148
3.16480,-2.71942,0.32204
3.16478,-2.84016,0.27915
3.16450,-2.97420,0.23268
3.16480,-3.11345,0.18166
3.16173,-3.29940,0.12961
3.16061,-3.48467,0.06875
3.15855,-3.69864,0.00204
3.15848,-3.91337,-0.07413
3.16347,-4.09266,-0.16110
3.16496,-4.33977,-0.25601
3.17744,-4.46498,-0.35831
3.20165,-4.43224,-0.45860
2.84329,-10.72690,-1.04462
2.84630,-11.62851,-1.37980
2.84847,-12.73803,-1.78514
2.87589,-13.53264,-2.19503
2.89921,-14.63600,-2.69597
2.91340,-16.34478,-3.37046
2.65229,-27.74473,-6.22511
2.68124,-32.29054,-7.97866
3.40583,-4.27081,-1.34506
3.02842,-31.75937,-9.39452
3.19939,-31.59702,-10.12711
3.37286,-31.28444,-10.81775
3.54426,-30.97481,-11.49985
3.71558,-30.73709,-12.20725
3.88822,-30.46910,-12.90993
4.05984,-30.20292,-13.60851
4.40837,-29.74627,-15.05715
3.13117,-2.51857,0.39719
3.13032,-2.61880,0.35814
3.12721,-2.74182,0.31992
3.12701,-2.85081,0.27404
3.12434,-2.98867,0.22743
3.12126,-3.13964,0.17707
3.11630,-3.31953,0.12317
3.11279,-3.50265,0.06103
3.10627,-3.73032,-0.00603
